fold_id	outer_fold	inner_fold	train_precision	train_recall	train_f1_score	train_accuracy	train_auc	train_loss	val_precision	val_recall	val_f1_score	val_accuracy	val_auc	val_loss	test_precision	test_recall	test_f1_score	test_accuracy	test_auc	test_loss
4_9	4	9	0.864898843315892	0.8367557705904669	0.8495047682321747	0.8913934426229508	0.901124876890545	1.7314476740955276	0.6511052166224579	0.6523809523809524	0.6331228070175439	0.7777777777777778	0.7949615384615385	3.542752348913617	0.6807278742762614	0.7013461538461538	0.6877566877566877	0.8166666666666667	0.8280214594310339	2.922770708715362
5_0	5	0	0.8409369757967889	0.7965098223223224	0.8139938992919088	0.8747433264887063	0.8789498520721498	1.9968902363629644	0.6651851851851852	0.7031868131868133	0.6528138528138527	0.8	0.82519227862085	3.1884771259431846	0.8593073593073595	0.7883653846153846	0.7996581196581196	0.8833333333333333	0.8774273731587561	1.859945039804066
5_1	5	1	0.8276399500821645	0.7961949768749552	0.8107581156308672	0.86652977412731	0.8776676427359623	2.127833850602549	0.861111111111111	0.8366666666666667	0.8246753246753247	0.9090909090909091	0.9083725490196078	1.4493078495428826	0.8515837104072398	0.7729807692307693	0.7882206682206683	0.8666666666666667	0.86616363689502	2.12565145703189
5_2	5	2	0.827564192704536	0.7962571025513054	0.810363148786154	0.8729508196721312	0.8789103840611576	2.0254670702082835	0.7375268817204301	0.666206896551724	0.6957142857142856	0.7962962962962963	0.801838142153413	3.247522996438257	0.8869683257918552	0.8216987179487181	0.8436052836052836	0.9	0.8944359851141765	1.5942386225762415
5_3	5	3	0.8788898188186792	0.8399035906008951	0.8573072800516718	0.8913934426229508	0.9027737864361285	1.7314476740955276	0.8269696969696969	0.8062068965517242	0.8043344913499666	0.8518518518518519	0.8803007271874268	2.3618349390121782	0.8993857493857493	0.7909294871794872	0.8341545893719807	0.8666666666666667	0.8701227983009898	2.12565145703189
5_4	5	4	0.8750486772297744	0.8333801854880049	0.8521088185135193	0.8934426229508197	0.9000833312339527	1.6987788523052212	0.7069696969696969	0.6855172413793104	0.6926102269138378	0.7592592592592593	0.8038742669481586	3.8379817013889768	0.8538095238095238	0.7909294871794872	0.8150746268656717	0.8666666666666667	0.873319814051197	2.12565145703189
5_5	5	5	0.8977868226022452	0.8391884894288474	0.8617616281295704	0.8954918032786885	0.902067738652001	1.6661100305149148	0.8533333333333333	0.7166666666666667	0.7448902012693888	0.8333333333333334	0.8303406593406593	2.6570642914875378	0.8804761904761904	0.8063141025641025	0.8321857379767827	0.8833333333333333	0.8831722488504404	1.859945039804066
5_6	5	6	0.8848548142846451	0.8392192695040354	0.8581916078990549	0.8934426229508197	0.9020545988270957	1.6987788523052212	0.7896969696969698	0.6833333333333333	0.7102732240437157	0.8148148148148148	0.8121858974358975	2.9522936439628977	0.8693857493857493	0.7575961538461538	0.7908212560386473	0.85	0.8516704173486088	2.391357874259713
5_7	5	7	0.8829895565035913	0.8416564935848797	0.8600984748464329	0.8913934426229508	0.9031765408647884	1.7314476740955278	0.7282783882783883	0.719047619047619	0.7184242424242424	0.8333333333333334	0.8369029304029304	2.6570642914875378	0.8804761904761904	0.8063141025641025	0.8321857379767827	0.8833333333333333	0.8831722488504404	1.859945039804066
5_8	5	8	0.8754060217240586	0.8397330913292406	0.8553688021802817	0.8872950819672131	0.9017952321432094	1.7967853176761401	0.8697233800682076	0.7761904761904762	0.7775948963317385	0.8703703703703703	0.8696410256410256	2.0666055865368183	0.8693073593073594	0.8216987179487181	0.8385470085470086	0.9	0.8958472865786696	1.5942386225762415
5_9	5	9	0.8732686549443764	0.825113025539767	0.844986196914852	0.889344262295082	0.8945955174816698	1.7641164958858337	0.8225961538461538	0.6595238095238095	0.6900000000000001	0.8148148148148148	0.799304945054945	2.952293643962897	0.8704761904761904	0.8063141025641025	0.8310746268656717	0.8833333333333333	0.8831397813179729	1.859945039804066
6_0	6	0	0.8399567155897669	0.7838816629129128	0.8083141971851484	0.8685831622176592	0.8710903881028665	2.0950979470426527	0.7680995475113123	0.7489010989010989	0.7503703703703704	0.8	0.8454722914806949	3.1884771259431846	0.8545454545454545	0.7670833333333333	0.7542612942612943	0.8833333333333333	0.8666540723854554	1.859945039804066
6_1	6	1	0.8497498729480469	0.8184199796126401	0.8327893701165172	0.8788501026694046	0.8903860353699862	1.931418429243172	0.696969696969697	0.6862068965517241	0.6819968290123043	0.8	0.8149922553192518	3.1884771259431846	0.8114005602240896	0.7737499999999999	0.7782491582491582	0.8833333333333333	0.8685773067554983	1.859945039804066
6_2	6	2	0.8487337278331253	0.8261619255521037	0.8347561876594135	0.8852459016393442	0.895708037127718	1.8294541394664459	0.7985912698412697	0.7128735632183908	0.7014936247723133	0.7962962962962963	0.8235524278676989	3.247522996438257	0.7869264069264069	0.7737499999999999	0.7702305102305103	0.8833333333333333	0.8702968834750748	1.859945039804066
6_3	6	3	0.8433064714374465	0.8053415206896049	0.8221186571927539	0.8729508196721312	0.8826436231489343	2.0254670702082835	0.8743123543123543	0.6831034482758621	0.7059784946236559	0.8518518518518519	0.8151707717569787	2.3618349390121782	0.8545454545454545	0.7670833333333333	0.7542612942612943	0.8833333333333333	0.8666540723854554	1.859945039804066
6_4	6	4	0.8575943249417168	0.8211244487876975	0.837497239501022	0.8872950819672131	0.8929941559089926	1.7967853176761397	0.7736363636363637	0.6595402298850574	0.656314760508309	0.7777777777777778	0.7930082101806238	3.542752348913617	0.8604166666666666	0.8070833333333333	0.804861111111111	0.9	0.890225500956884	1.5942386225762417
6_5	6	5	0.8358037967445527	0.7986680088919196	0.8142044585797661	0.8770491803278688	0.880572178082927	1.960129426627671	0.7096133751306166	0.7023809523809523	0.698977879481312	0.7962962962962963	0.8227234432234433	3.247522996438257	0.7504166666666666	0.72375	0.7294642857142858	0.8666666666666667	0.8448888006201836	2.12565145703189
6_6	6	6	0.85101139964904	0.8175158992134335	0.8305916414441512	0.8729508196721312	0.8891028036751557	2.0254670702082835	0.7216666666666666	0.65	0.6700345065562457	0.8333333333333334	0.7995320512820513	2.6570642914875378	0.8045454545454545	0.7737499999999999	0.7742612942612943	0.8833333333333333	0.8700210757524587	1.859945039804066
6_7	6	7	0.8468627667504072	0.8088192576177095	0.8253699655652854	0.8729508196721312	0.8848114232297555	2.0254670702082835	0.8192592592592594	0.7690476190476191	0.7859163059163059	0.8703703703703703	0.8673681318681318	2.0666055865368183	0.7870833333333334	0.72375	0.7270833333333333	0.8666666666666667	0.8449212681526511	2.12565145703189
6_8	6	8	0.8193339442344472	0.7859874533363639	0.8012131921966581	0.8647540983606558	0.872216851953656	2.156142357369508	0.7508080808080808	0.6833333333333333	0.709364133134625	0.8148148148148148	0.8118882783882784	2.952293643962897	0.7480672268907563	0.73375	0.7244829244829244	0.8666666666666667	0.8467254549036465	2.12565145703189
6_9	6	9	0.8420891084583492	0.8162396504876437	0.8281527160102377	0.875	0.888738567465326	1.9927982484179776	0.8139784946236558	0.7333333333333333	0.7534668721109399	0.8518518518518519	0.8445805860805861	2.3618349390121782	0.8378787878787879	0.7570833333333333	0.7707244607244608	0.8833333333333333	0.8619298801080715	1.8599450398040658
7_0	7	0	0.8543950786056047	0.8162341403903906	0.8326528129193062	0.8747433264887063	0.8881856017394721	1.9968902363629644	0.6680952380952381	0.6608058608058608	0.6584291187739464	0.8181818181818182	0.8045659289356768	2.8986155798764672	0.8428571428571429	0.7671794871794871	0.7764416015162283	0.8666666666666667	0.8631307207371037	2.1256514570318896
7_1	7	1	0.8340424380369157	0.8050212868021825	0.817498996933184	0.8726899383983573	0.8833116481565796	2.0296261399228603	0.825	0.7364367816091953	0.7412256049960968	0.8545454545454545	0.8445866253971825	2.318892487743035	0.8133868092691621	0.8071794871794872	0.805050505050505	0.8833333333333333	0.8870116270648186	1.859945039804066
7_2	7	2	0.8532914785014022	0.8186385197934036	0.8312520218987185	0.8811475409836066	0.8917127959625516	1.8947917830470584	0.6354166666666667	0.5828735632183908	0.5992714025500911	0.7777777777777778	0.7565932441942294	3.542752348913617	0.8482352941176471	0.8071794871794872	0.815050505050505	0.8833333333333333	0.8867021493085323	1.8599450398040658
7_3	7	3	0.8652459698171195	0.8154333772520497	0.8359217235010412	0.8790983606557377	0.887989546548169	1.927460604837365	0.8633333333333333	0.8297701149425286	0.8390368576809255	0.8888888888888888	0.8980823363828291	1.7713762340614578	0.8482352941176471	0.8071794871794872	0.815050505050505	0.8833333333333333	0.8867021493085323	1.8599450398040658
7_4	7	4	0.8608836309984792	0.8211075457540649	0.8370253658218635	0.8852459016393442	0.893074310233548	1.829454139466446	0.771904761904762	0.7690804597701149	0.7640388850915166	0.8148148148148148	0.8576150598170302	2.952293643962897	0.8606349206349206	0.7851282051282051	0.7906666791577277	0.8666666666666667	0.8706613107145023	2.12565145703189
7_5	7	5	0.8637421742935414	0.8287121430490124	0.8443789607696696	0.8872950819672131	0.8965408197279234	1.7967853176761397	0.6882395382395382	0.6690476190476191	0.6655693581780538	0.7962962962962963	0.8076529304029304	3.2475229964382577	0.8482352941176471	0.8071794871794872	0.815050505050505	0.8833333333333333	0.8867021493085323	1.8599450398040658
7_6	7	6	0.8704449819617814	0.8225470054343335	0.8430240195543931	0.8852459016393442	0.8927463374121979	1.8294541394664463	0.8735023041474654	0.8166666666666668	0.836533805177873	0.8888888888888888	0.8906282051282052	1.7713762340614574	0.832857142857143	0.7571794871794871	0.789140014214641	0.8666666666666667	0.8580982532046363	2.1256514570318896
7_7	7	7	0.8487009749803127	0.8000004037868145	0.8202338704779534	0.875	0.87984358993347	1.9927982484179771	0.7757142857142857	0.6952380952380952	0.7154789654789655	0.8148148148148148	0.8208543956043955	2.952293643962897	0.8747474747474747	0.7917948717948718	0.8215686274509804	0.8666666666666667	0.8736526987590818	2.12565145703189
7_8	7	8	0.842828763732502	0.8095710570088437	0.8232663081116725	0.8811475409836066	0.8865087933221861	1.8947917830470586	0.7720833333333333	0.7428571428571429	0.7421212121212121	0.8148148148148148	0.8413525641025641	2.952293643962897	0.8347474747474747	0.7517948717948718	0.7636321195144725	0.85	0.8518669844733676	2.3913578742597132
7_9	7	9	0.8391115063503124	0.8043388322382015	0.8193470203446152	0.8729508196721312	0.8824598036291997	2.0254670702082835	0.8425641025641026	0.7595238095238095	0.7933757277205553	0.8703703703703703	0.8593782051282052	2.0666055865368183	0.8644257703081232	0.8405128205128205	0.8316985912638086	0.9	0.9058384208384208	1.5942386225762417
8_0	8	0	0.8973860151979027	0.8512790603103104	0.8719759527762424	0.9034907597535934	0.910672168489525	1.5385875865244176	0.8020833333333334	0.7274725274725274	0.7562857142857142	0.8545454545454545	0.8392553602637637	2.318892487743035	0.6721621621621623	0.6392948717948718	0.6401352657004831	0.7666666666666667	0.7809568573664318	3.7198899603988336
8_1	8	1	0.8934336398036088	0.8524914552977154	0.8715012508303086	0.9034907597535934	0.9108189685444843	1.5385875865244176	0.7497354497354497	0.7526436781609196	0.7416117216117215	0.8363636363636363	0.8556165881070829	2.6087540338097512	0.6067509067509068	0.5992948717948717	0.5709548905201078	0.75	0.7595130883694713	3.9855963776266576
8_2	8	2	0.8808275725279406	0.8496065466437835	0.8633713615858003	0.9016393442622951	0.9095223283314819	1.568103565143996	0.9288461538461539	0.7797701149425287	0.8269398907103824	0.8703703703703703	0.8667422003284072	2.066605586536818	0.6969696969696969	0.6726282051282051	0.666470588235294	0.7833333333333333	0.8015368978932809	3.45418354317101
8_3	8	3	0.898900660742766	0.8588971864471056	0.8758526485962287	0.9036885245901639	0.9143644255479986	1.53543474335369	0.7840211640211641	0.7493103448275862	0.7436630036630036	0.8518518518518519	0.8558116349988272	2.3618349390121782	0.6823809523809523	0.6663782051282051	0.657134328358209	0.7666666666666667	0.7962842383188129	3.7198899603988336
8_4	8	4	0.9080736309299354	0.8557089631455526	0.8778528080006149	0.9077868852459017	0.9128973151878877	1.4700970997730773	0.8527777777777779	0.7964367816091954	0.8165069902774821	0.8518518518518519	0.8737149894440535	2.3618349390121782	0.6721621621621623	0.6392948717948718	0.6401352657004831	0.7666666666666667	0.7809568573664318	3.7198899603988336
8_5	8	5	0.9021194913982157	0.8594929789307656	0.8786734565580023	0.9036885245901639	0.9140932511903431	1.5354347433536901	0.8930250783699059	0.8261904761904763	0.8491010134030729	0.8888888888888888	0.8967719780219781	1.7713762340614578	0.6591318591318591	0.6392948717948718	0.6283574879227054	0.7666666666666667	0.7812988026551857	3.7198899603988336
8_6	8	6	0.8962391026497014	0.8519439537014077	0.8705199978622542	0.9036885245901639	0.9105356056845997	1.53543474335369	0.7262068965517241	0.7095238095238094	0.7128503075871496	0.8333333333333334	0.8321410256410257	2.6570642914875378	0.6345614035087719	0.5992948717948717	0.5947936507936508	0.75	0.7573854287950031	3.9855963776266576
8_7	8	7	0.8919582977418579	0.8533857541601234	0.8700489475132578	0.9016393442622951	0.9112243383798889	1.5681035651439963	0.9041556145004421	0.8261904761904763	0.8576641604010025	0.9074074074074074	0.8988553113553113	1.4761468815860979	0.6969696969696969	0.6726282051282051	0.666470588235294	0.7833333333333333	0.8015368978932809	3.45418354317101
8_8	8	8	0.8653700277724404	0.82866117464942	0.8448648148264271	0.8913934426229508	0.8976762272332127	1.7314476740955276	0.9528735632183908	0.9261904761904762	0.9379585326953748	0.9259259259259259	0.9506410256410257	1.180917529110737	0.6788288288288288	0.6392948717948718	0.6279130434782608	0.7666666666666667	0.7810229949325695	3.7198899603988336
8_9	8	9	0.8838471782172899	0.8570554789307657	0.8680942090275178	0.9057377049180327	0.9140486190928311	1.5027659215633837	0.7844086021505376	0.7357142857142858	0.7484934086629002	0.7962962962962963	0.8350192307692307	3.2475229964382577	0.6734175734175734	0.6392948717948718	0.6193675889328063	0.7666666666666667	0.7813649402213232	3.7198899603988336
9_0	9	0	0.8394671304771194	0.810717092092092	0.8237927817084124	0.8788501026694046	0.8870929758139147	1.9314184292431722	0.7995601173020528	0.7395604395604396	0.7462711864406779	0.8181818181818182	0.8410376116258469	2.8986155798764672	0.7508158508158508	0.5892948717948718	0.5961569416498994	0.75	0.7510739349303179	3.9855963776266576
9_1	9	1	0.8464554272660392	0.8147646459195299	0.8280104780270727	0.8829568788501027	0.8893044023534109	1.8659466221233796	0.6773118279569893	0.6531034482758621	0.6619191919191919	0.8	0.7987268968903952	3.1884771259431854	0.7234188034188034	0.6601602564102564	0.6756579883340447	0.7833333333333333	0.7921059077840993	3.4541835431710086
9_2	9	2	0.8615692483617012	0.8291661926362413	0.842472655854442	0.8852459016393442	0.8967090528377986	1.829454139466446	0.8515151515151516	0.6797701149425287	0.7150776852880639	0.8333333333333334	0.8113816561107201	2.6570642914875378	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_3	9	3	0.9022254173096089	0.8563628010093203	0.8762119799706178	0.9036885245901639	0.912463328879564	1.5354347433536901	0.8183333333333334	0.7464367816091955	0.7557277694982613	0.8333333333333334	0.8464156697161623	2.657064291487537	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_4	9	4	0.8898923618775006	0.8688270299441374	0.8778486826993201	0.9077868852459017	0.9203145752053615	1.4700970997730773	0.8747058823529411	0.6831034482758621	0.7055555555555555	0.8148148148148148	0.808408866995074	2.952293643962897	0.8031968031968033	0.5892948717948718	0.5995335650265228	0.75	0.7511064024627855	3.9855963776266576
9_5	9	5	0.8615612282189913	0.8143656715775407	0.8346262373328216	0.889344262295082	0.8897981279229772	1.7641164958858337	0.7366300366300366	0.7142857142857143	0.7012421652421652	0.7777777777777778	0.8264258241758242	3.5427523489136172	0.7374825174825175	0.6292948717948719	0.6523474178403755	0.7666666666666667	0.7728259791823622	3.7198899603988327
9_6	9	6	0.8721066708994417	0.8398017363693968	0.8539718748842399	0.889344262295082	0.9024384958257224	1.7641164958858337	0.8699999999999999	0.819047619047619	0.8205868205868205	0.8888888888888888	0.8959166666666667	1.7713762340614578	0.8215311004784688	0.6626282051282051	0.6914285714285715	0.7833333333333333	0.7931302119865948	3.4541835431710086
9_7	9	7	0.8430658685091285	0.8103092714273906	0.8257209015105456	0.8790983606557377	0.8865984335043484	1.927460604837365	0.8678571428571429	0.7333333333333334	0.7523310023310023	0.8703703703703703	0.8451153846153847	2.0666055865368183	0.7138461538461539	0.6139102564102564	0.628144519289651	0.75	0.7633479572043402	3.9855963776266576
9_8	9	8	0.8799610931686404	0.8385749433493128	0.8568020127763278	0.8954918032786885	0.9026030034674214	1.666110030514915	0.8161904761904761	0.8095238095238095	0.8028571428571428	0.8888888888888888	0.8905347985347986	1.771376234061458	0.7369423558897242	0.6072435897435897	0.6228245184766924	0.75	0.7618003381567211	3.9855963776266576
9_9	9	9	0.8892893190887232	0.8521020366696973	0.8660797692239152	0.8954918032786885	0.9095205703431064	1.6661100305149148	0.7554376657824934	0.7261904761904762	0.7354736842105263	0.8518518518518519	0.8425576923076923	2.3618349390121782	0.7369423558897242	0.6072435897435897	0.6228245184766924	0.75	0.7618003381567211	3.9855963776266576
